Column,name,wiki_name,birth_date,link,born_place,lat,long,Born in,kneset,Knesset_number,education,occupations,army_service,language
755,עמאר חמד,Hamad Amar,05/11/1964,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=837,ישראל,31.5,34.75,ישראל,"20,19,23,18,22-חבר כנסת ה","20,19,23,18,22","['תואר ראשון, מדעי החברה ומשפטים']",['מקצוע\nעורך-דין'],"שירות צבאי
שירות צבאי בשנים 1982–1986",
756,עמור שאול,,21/12/1940,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=97,בוז`עד-מרוקו,32,-6,מרוקו,"חבר הכנסת ה-12, 13, 14","12 ,13 ,14",['בוגר החוג לעבודה סוציאלית באוניברסיטת חיפה'],['עובד סוציאלי'],בדרגת רב טוראי,"שפות
ערבית, צרפתית"
757,עמית מאיר,,17/03/1921,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=556,טבריה-ישראל,32.79221,35.53124,ישראל,חבר הכנסת ה-9,9,['- לימודים בבית-הספר האזורי גבעת השלושה  - לימודים תיכוניים בגימנסיה ”בלפור” בתל אביב  - לימודי מינהל עסקים באוניברסיטת קולומביה בניו יורק'],,"- בשנת 1936 התגייס ל”הגנה”.
- בשנים 1940–1945 שירת בנוטרות העברית.
- פיקד על מחלקה בחילות השדה (חי”ש) ואחר כך על פלוגה מרחבית ולחם בקרבות על משמר העמק ועל עמק יזרעאל בשנת 1947.
- בשנת 1948 הצטרף לצה”ל והשתתף בקרבות לשחרור הגליל התחתון.
- השתתף כסגן מפקד גדוד במבצע ”חירם” לשחרור הגליל העליון (בשנת 1948).
- השתתף כמפקד גדוד במבצע ”חורב” שנועד לסלק את המצרים מהנגב (1948–1949).
- השתתף במבצע ”עובדה” לשחרור עין גדי, מצדה, אילת והנגב הדרומי (בשנת 1949).
- בשנת 1950 נתמנה לתפקיד מפקד חטיבת ”גולני”.
- בשנת 1951 נתמנה לתפקיד מפקד פיקוד ההדרכה וראש מחלקת המבצעים במטכ”ל.
- בשנת 1954, לאחר שנת לימודים בקורס קצינים בבריטניה, מונה לתפקיד ראש אגף המטה הכללי בצה”ל.
- בשנת 1955 מונה לתפקיד אלוף פיקוד הדרום.
- בשנת 1956 מונה שוב לתפקיד ראש אגף המטה הכללי בצה”ל ועסק בתיאום צוות התכנון של מבצע סיני.
- בשנת 1958 מונה לתפקיד אלוף פיקוד הצפון.
- בשנת 1961 מונה לתפקיד ראש אגף המודיעין של צה”ל.",
758,עמר שלמה,,24/11/1935,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=557,חיפה-ישראל,32.81841,34.9885,ישראל,חבר הכנסת ה-11,11,['בעל השכלה תיכונית'],,,
759,עסאקלה ג'אבר,Jabar Asatra,20/08/1960,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1025,ישראל,31.5,34.75,ישראל,"22,23,22-חבר כנסת ה","22,23,22","['- תואר ראשון בייעוץ, חינוך ושפה וספרות ערבית  - תואר שני בייעוץ חינוכי']",,,
760,פארס חסיין,,18/09/1936,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=558,כפר-שעב-ישראל,31.5,34.75,ישראל,חבר הכנסת ה-12,12,['- לימודים בבית-ספר תיכון בכפר יאסיף  - לימודי המזרח התיכון וספרות ערבית באוניברסיטת חיפה  - בעל תואר .B.A'],,,
761,פדידה לאה,,06/09/1968,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=963,ישראל,31.5,34.75,ישראל,חברת הכנסת ה-20,20,"['- תואר שני במדיניות ציבורית – מסלול מנהלים, אוניברסיטת תל אביב, בהצטיינות  - תואר ראשון במדעי החברה והרוח, האוניברסיטה הפתוחה  - ניהול שטחים פתוחים, אוניברסיטת מונטנה, ארצות הברית  - בוגרת קורס דירקטורים ומחזיקי תיקי נוער, מרכז השלטון המקומי  - בוגרת קורס דירקטורים והנהלות ציבוריות, המכון ע”ש חיים ציפורי']",,"- קורס מד”ניות
- מד”נית חבורות רחוב לקראת גיוס","שפות
אנגלית, רומנית"
762,פדר נפתלי,,04/01/1920,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=559,אולקוש-פולין,50.2813,19.56503,פולין,"חבר הכנסת ה-9, 10","9 ,10",,,במלחמת העולם השנייה שירת בצבא האדום.,
763,פולישוק-בלוך מלי,,14/01/1953,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=743,רעננה-ישראל,32.1836,34.87386,ישראל,חברת הכנסת ה-16,16,"['- MA במדיניות ציבורית, אוניברסיטת תל אביב  - MA במדעי המדינה (יחסי ישראל–סוריה), אוניברסיטת תל אביב  - LLB במשפטים, המרכז הבינתחומי, הרצלייה  - BA במדעי המדינה, אוניברסיטת תל אביב  - BA באמנות התיאטרון, אוניברסיטת תל אביב']",,סמלת,אנגלית
764,פולק יהושע מנחם,,12/02/1948,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=816,רומניה,46,25,רומניה,חבר הכנסת ה-17,17,,,,
765,פולקמן רועי,,"כ""ח באב תשל""ה, 05/08/1975",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=941,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חבר הכנסת ה-20, 21","20 ,21","['- תואר שני בממשל מבית-הספר ע”ש קנדי באוניברסיטת הרווארד  - תואר שני MA בתוכנית המצטיינים במדיניות ציבורית, האוניברסיטה העברית בירושלים  - תואר ראשון BA בכלכלה, האוניברסיטה העברית בירושלים  - תואר ראשון BA בלימודי האסלאם והמזרח התיכון, האוניברסיטה העברית בירושלים  - תוכנית מנהיגות בבית-הספר למינהל עסקים בהרווארד  - מעוז – SEAL – יזמות חברתית ומנהיגות בישראל']",,"- חובש קרבי ביחידת הנח”ל
- רס”ר בגדוד חי”ר במילואים","שפות
אנגלית"
766,פורדר ישעיהו,,25/03/1901,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=560,שרלוטנבורג-גרמניה,51.5,10.5,גרמניה,"חבר הכנסת ה-1, 2, 3","1 ,2 ,3","['- למד כלכלה ומשפטים באוניברסיטאות פרייבורג, היידלברג וקניגסברג.  - בשנת 1916 קיבל תואר דוקטור למשפטים.']",['עורך-דין'],,
767,פורז אברהם,,09/08/1945,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=98,בוקרשט-רומניה,44.43225,26.10626,רומניה,"חבר הכנסת ה-12, 13, 14, 15, 16","12 ,13 ,14 ,15 ,16","['תואר בוגר במשפטים, האוניברסיטה העברית בירושלים']",['עורך דין'],שירות סדיר במחלקת החקירות של המשטרה הצבאית (מצ”ח),"שפות
אנגלית, צרפתית, רומנית"
768,פורר עודד,Oded Forer,"י""ג בסיוון תשל""ז, 30/05/1977",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=951,רחובות-ישראל,31.89421,34.81199,ישראל,"20,21,23,22-חבר כנסת ה","20,21,23,22","['- MA, תואר שני בתקשורת פוליטית, התוכנית למנהלים, אוניברסיטת תל-אביב  - LLB במשפטים, המרכז הבינתחומי הרצליה  - BA, תואר ראשון בממשל, המרכז הבינתחומי הרצליה']",['מקצוע\nעורך-דין'],"שירות צבאי
רב-סרן",
769,פורת חנן,,12/12/1943,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=99,כפר-פינס-ישראל,32.48372,35.00294,ישראל,"חבר הכנסת ה-10, 12, 13, 14, 15","10 ,12 ,13 ,14 ,15",['- בוגר ישיבת בני עקיבא ”כפר הרא”ה”  - בוגר ישיבת ההסדר ”כרם ביבנה” והישיבה הגבוהה ”מרכז הרב”  - מוסמך לרבנות'],,"- שירת כרב”ט בחטיבת צנחנים.
- במלחמת ששת הימים לחם לשחרור ירושלים.
- במלחמת יום הכיפורים לחם באזור תעלת סואץ.","שפות
אנגלית"
770,פייגלין משה זלמן,,"כ""ט בתמוז תשכ""ב, 31/07/1962",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=885,חיפה-ישראל,32.81841,34.9885,ישראל,חבר הכנסת ה-19,19,,,סרן,אנגלית
771,פיינברג-סירני עדה,,22/04/1930,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=561,רומא-איטליה,41.89193,12.51133,איטליה,חברת הכנסת ה-7,7,"['- בית חינוך צפון, תל אביב  - גימנסיה הרצלייה']",,,
772,פיינרמן עוזי,,01/01/1924,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=562,כפר-יחזקאל-ישראל,32.5681,35.36224,ישראל,"חבר הכנסת ה-7, 8","7 ,8",['למד בבית-ספר תיכון.'],,"- בצעירותו הצטרף ל”הגנה”.
- במלחמת העצמאות שרת כמג”ד.",
773,פינדרוס יצחק זאב,Yitzhak Pindrus,"כ""ז בתמוז תשל""א, 20/07/1971",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1001,ירושלים-ישראל,31.78199,35.21961,ישראל,"23,21-חבר כנסת ה","21,23",,,"שירות צבאי
רב-טוראי",
774,פיניאן ציון,,01/01/1951,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=827,מרוקו,32,-6,מרוקו,חבר הכנסת ה-18,18,['תעודת מוסמך להוראת מתמטיקה ולשון עברית'],['הוראה'],"פטור משירות צבאי, נכה פוליו","שפות
ערבית"
775,פינס-פז אופיר,,11/07/1961,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=100,ראשון-לציון-ישראל,31.97102,34.78939,ישראל,"חבר הכנסת ה-14, 15, 16, 17, 18","14 ,15 ,16 ,17 ,18","['- תואר ראשון ביחסים בין-לאומיים, האוניברסיטה העברית  - תואר שני במדיניות ציבורית, אוניברסיטת תל אביב']",['מנהל'],"- בשנים 1979–1982
- שוחרר בדרגת סמ”ר","שפות
אנגלית"
776,פינקלשטיין גילה,,22/09/1950,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=753,תל-אביב-ישראל,32.08088,34.78057,ישראל,חברת הכנסת ה-16,16,"['- תואר ראשון באנגלית ובהיסטוריה ישראלית, אוניברסיטת תל אביב  - תעודת הוראה, בית-הספר לחינוך, אוניברסיטת תל אביב  - תואר שני במִנהל מערכות חינוך']","['מנהלת בית-הספר התיכון הדתי ”צייטלין”, מורה לאנגלית']",,"אנגלית, צרפתית"
777,פירון שי,,"כ""ב בשבט תשכ""ה, 25/01/1965",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=886,כפר-ויתקין-ישראל,32.38036,34.87537,ישראל,"חבר הכנסת ה-19, 20","19 ,20","['- סמיכה – כושר לרבנות על-ידי הרבנות הראשית והרב מרדכי אליהו  - BA – תואר ראשון במשפטים, מכללת שערי משפט  - לימודי תואר שני (עבודת תיזה בהכנה), אוניברסיטת בר-אילן']","['מורה, מנהל וראש ישיבה, משפטן']",טוראי,"שפות
אנגלית"
778,פישר יוסף,,11/02/1920,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=563,בודפסט-הונגריה,47.49835,19.04045,הונגריה,"חבר הכנסת ה-4, 5, 6","4 ,5 ,6",,,"- בשנים 1938–1940 שירת בצבא הבריטי בשליחות ה”הגנה”.
- בשנים 1940–1943 היה נוטר במשטרת היישובים העבריים בחניתה ובמפרץ חיפה.
- בשנת 1941 עבר קורס מפקדי כיתות ברמת יוחנן.
- שירת כמדריך ב”הגנה”.
- בשנת 1947 פיקד על מחנה אימונים בכפר אז”ר.
",
779,פלאטו-שרון שמואל,,18/01/1930,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=564,לודז`-פולין,52,20,פולין,חבר הכנסת ה-9,9,['- למד בבית-ספר יסודי בפריז.  - למד בבית-הספר המרכזי של טס”פ ליד שטרסבורג.'],,,
780,פלד משה,,02/04/1945,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=101,קיבוץ-בית-השיטה-ישראל,31.5,34.75,ישראל,"חבר הכנסת ה-13, 14","13 ,14",['תיכונית'],['פיתוח וניהול פרוייקטים'],"- מפקד חטיבת טנקים
- אלוף משנה","שפות
אנגלית"
781,פלד יוסי,,"י""ט בטבת תש""א, 18/01/1941",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=824,בלגיה,50.75,4.5,בלגיה,חבר הכנסת ה-18,18,"['תואר ראשון בהיסטוריה כללית, אוניברסיטת תל אביב']",,"- שירת בצה”ל במשך שלושים שנה.
- בתפקידו האחרון בצה”ל היה אלוף פיקוד הצפון.","שפות
אנגלית"
782,פלד מתתיהו,,20/07/1923,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=565,חיפה-ישראל,32.81841,34.9885,ישראל,חבר הכנסת ה-11,11,['- בשנים 1946–1947 למד משפטים באוניברסיטת לונדון.  - בשנים 1961–1963 למד מזרחנות באוניברסיטה העברית.  - בשנת 1971 למד לתואר ראשון באוניברסיטת קליפורניה בלוס אנג`לס.  - בעל תואר דוקטור לספרות.'],['מרצה לספרות ערבית באוניברסיטת תל אביב'],"- בשנת 1941 הצטרף לפלמ”ח.
- בשנת 1943 סיים קורס מפקדי מחלקות.
- במלחמת העצמאות היה מפקד פלוגה בחטיבת גבעתי.
- נפצע קשה בקרב על צומת יואב.
- בשנת 1948 התמנה לסמג”ד בחטיבת גבעתי.
- נמנה עם צוות ההקמה של בית-הספר לפיקוד ומטה.
- בשנת 1956, בתום מבצע קדש, התמנה למפקד מרחב שלמה.
- היה המושל הצבאי של עזה.
- בשנת 1964 התמנה לראש אגף האפסנאות במטכ”ל בדרגת אלוף.
- בשנת 1969 השתחרר מצה”ל.",
783,פלד נתן,,03/06/1913,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=566,אודיסה-רוסיה,60,100,רוסיה,חבר הכנסת ה-6,6,['למד בבית-ספר עברי בקישינב.'],,,
784,פלדמן משה זאב,,14/11/1930,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=567,איזנשטט-אוסטריה,47.33333,13.33333,אוסטריה,חבר הכנסת ה-12,12,"[""- בית-ספר תיכון למחוננים באנגליה  - ישיבת הרב מליעז' בסטיינז באנגליה  - ישיבת ”שפת אמת”  - בעל סמיכה לרבנות""]",,,
785,פלדמן ראובן,,29/12/1899,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=568,קרקוב-פולין,50.06143,19.93658,פולין,חבר הכנסת ה-2,2,['- ישיבות בעלז וגור  - בית-ספר גבוה למסחר וכלכלה בקרקוב  - מוסמך לרב'],,,
786,פלומין יחזקאל,,02/08/1935,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=569,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-8, 9","8 ,9",['- למד בבית-הספר תיכון עירוני א` בתל אביב.  - למד משפטים וכלכלה באוניברסיטת תל אביב ובבית-הספר למשפט ולכלכלה.  - נמנה עם סגל המורים באוניברסיטת תל אביב (1962–1969)ובאוניברסיטה העברית בירושלים (1971–1972)'],,,
787,פלוסקוב טלי,Tali Ploskov,"כ""ח בתמוז תשכ""ב, 30/07/1962",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=942,בלץ-מולדובה,47.25,28.58333,מולדובה,"20,23-חבר כנסת ה","20,23",['- תואר ראשון בפסיכולגיה  - אחות מוסמכת בבית ספר לאחיות  - לימודי כלכלה'],,,
788,פלסנר יוחנן,,"א' בשבט תשל""ב, 17/01/1972",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=809,אנגליה,51.50853,-0.12574,אנגליה,"חבר הכנסת ה-17, 18","17 ,18","['- תואר BA בהצטיינות בכלכלה וב”תוכנית אמירים למצטיינים”, האוניברסיטה העברית  - תואר MA: התמחות בכלכלה פוליטית ובלימודי ביטחון מבית- הספר לממשל של אוניברסיטת הרווארד בארצות הברית']",,בשנים 1989–1994: לוחם וקצין בסיירת מטכ”ל,אנגלית
789,פלש ג`ורג`,,01/01/1909,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=570,רסיטה-האימפריה-האוסטרו-הונגרית,47,20,הונגריה,חבר הכנסת ה-2,2,['- למד בגימנסיה עברית.  - למד משפטים באוניברסיטת וינה.'],,,
790,פנחסי רפאל,,01/01/1940,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=102,קאבול-אפגניסטן,33,66,אפגניסטן,"חבר הכנסת ה-11, 12, 13, 14","11 ,12 ,13 ,14","[""- תלמוד תורה ר' עקיבא בבני ברק  - ישיבת ”היכל התלמוד” בתל אביב  - כולל ”חזון איש” בבני ברק""]",['יהלומן'],בדרגת סמל,
791,פנקס דוד צבי,,01/01/1897,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=571,שופרון-הונגריה,47.68501,16.59049,הונגריה,"חבר הכנסת ה-1, 2","1 ,2",['- למד בגימנסיה בווינה.  - למד בישיבת פרסבורג.  - למד משפטים באוניברסיטת וינה.'],,,
792,פעיל מאיר,,19/06/1926,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=572,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-8, 9","8 ,9","['- בית-הספר ”תחכמוני” בירושלים  - ”בית חינוך” בחולון  - הגימנסיה הריאלית ”בלפור” בתל אביב  - לימודי היסטוריה כללית ולימודי המזרח התיכון באוניברסיטת תל אביב  - בעל תואר דוקטור (היסטוריה צבאית, היסטוריה כללית והיסטוריה של המזרח התיכון)']",['מרצה בכיר באקדמיה'],"- בשנים 1943–1948 שירת בפלמ”ח.
- היה מפקד חטיבה בצה”ל.
- פיקד על בית-הספר המרכזי לקצינים.
- עמד בראש מחלקת תורת הלחימה במטכ”ל.
- בשנת 1971 פרש מצה”ל בדרגת אלוף-משנה.",
793,פרומן אורלי,Orly Fruman,"כ""ד בסיוון תשט""ו, 14/06/1955",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=979,תל-אביב-ישראל,32.08088,34.78057,ישראל,"21,23,22-חבר כנסת ה","21,23,22",['- תואר ראשון במדעים ומתמטיקה במסלול לימודי המחשב  - תואר שני בתקשורת'],,,
794,פרומקין השל,,01/01/1896,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=573,בלברויסק-רוסיה,60,100,רוסיה,חבר הכנסת ה-1,1,['למד ב”חדר” ובישיבה.'],,,
795,פרוש מאיר,Meir Porush,"כ""א בסיוון תשט""ו, 11/06/1955",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=103,ירושלים-ישראל,31.78199,35.21961,ישראל,"14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23-חבר כנסת ה","14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23",['ישיבה'],,"- שלב ב'
- טוראי","שפות
אנגלית, יידיש"
796,פרוש מנחם,,02/04/1916,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=686,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-4, 5, 6, 7, 8, 9, 10, 11, 12, 13","4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13",['למד בישיבת ”עץ חיים”.'],,,"שפות
אנגלית, יידיש"
797,פרח יהודה,,11/01/1924,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=574,ירושלים-ישראל,31.78199,35.21961,ישראל,"חבר הכנסת ה-10, 12","10 ,12",['- בית-הספר החקלאי ”כדורי”  - בית-המדרש למורים בירושלים  - לימודי ספרות וחינוך באוניברסיטת תל אביב.  - בעל תואר דוקטור לפילוסופיה מאוניברסיטת תל אביב'],['חינוך; מרצה בכיר'],,
798,פרי יעקב,,"כ""ו בשבט תש""ד, 20/02/1944",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=887,תל-אביב-ישראל,32.08088,34.78057,ישראל,"חבר הכנסת ה-19, 20","19 ,20","['- BA – תואר ראשון במזרח תיכון והיסטוריה של עם ישראל, אוניברסיטת תל-אביב  - תעודת בוגר קורס ניהול מתקדם לעסקים, הרווארד, בוסטון']",,,"שפות
אנגלית, ערבית, יידיש"
799,פרי אליעזר,,02/02/1902,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=575,סורוכוב-(גליציה)-פולין,52,20,פולין,"חבר הכנסת ה-1, 2","1 ,2",['- למד בגימנסיה פולנית ממלכתית בלבוב.  - למד בבית-המדרש למורים בלבוב.  - למד משפטים ומדעי הרוח באוניברסיטת לבוב (1922–1925).'],,,
800,פריג` עיסאווי,,14/12/1963,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=888,כפר-קאסם-ישראל,31.5,34.75,ישראל,"חבר הכנסת ה-19, 20, 21","19 ,20 ,21","['- BA – תואר ראשון בכלכלה וחשבונאות, האוניברסיטה העברית בירושלים  - ראיית חשבון משנת 1991']",['רואה חשבון עצמאי'],,אנגלית
801,פרידמן מרשה,,17/05/1938,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=576,ניוארק-ארצות-הברית,40.73566,-74.17237,ארצות הברית,חברת הכנסת ה-8,8,"[""- תואר ראשון מבניגטון קולג'  - תואר שני מאוניברסיטת ניו-יורק""]",,,
802,פרידמן שמחה,,01/01/1911,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=577,סטריצוב-פולין,52,20,פולין,"חבר הכנסת ה-7, 8","7 ,8",['- סמינר לרבנים ע”ש הילדסהיימר בברלין  - אוניברסיטת ברלין'],,,
803,פרידמן תהלה,Tehila Friedman,"י""ג בסיוון תשל""ו, 11/06/1976",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1038,קריית-אונו-ישראל,32.06124,34.85618,ישראל,חברי הכנסת ה-23,,"['- תואר ראשון במשפטים, האוניברסיטה העברית, כולל חטיבה בספרות עברית  - תואר שני במשפטים, האוניברסיטה העברית. סיימה בהצטיינות יתירה  - מכון מנדל – בית ספר למנהיגות חינוכית']","['מקצוע\nעורכת דין, חוקרת במכון הרטמן בתחומי יעדות וחברה, מנהלת קרן פילנטרופית, יועצת שר']",,
804,פריצקי יוסף יצחק,,14/09/1955,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=227,ישראל,31.5,34.75,ישראל,"חבר הכנסת ה-15, 16","15 ,16","['בוגר משפטים, האוניברסיטה העברית בירושלים']",['עורך דין'],סמל,"שפות
אנגלית"
805,פרלשטיין שלמה,,02/09/1902,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=578,פשמישל-גליציה,49.78498,22.76728,גליציה,"חבר הכנסת ה-2, 3, 5, 6","2 ,3 ,5 ,6",['- בית-ספר עממי  - גימנסיה בבאדן'],,,
806,פרמינגר אליעזר,,01/01/1920,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=579,וינה-אוסטריה,48.1221,16.55751,אוסטריה,חבר הכנסת ה-1,1,,,,
807,פרנק יעקב,,12/03/1913,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=580,ירושלים-ישראל,31.78199,35.21961,ישראל,חבר הכנסת ה-8,8,['השכלה תיכונית'],,,
808,פרנקל רינה,,17/09/1956,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=889,סמולנסק-ברית-המועצות,54.7818,32.0401,ברית המועצות,חברת הכנסת ה-19,19,['MA – תואר שני במוסיקולוגיה'],,,"שפות
אנגלית, רוסית, גרמנית"
809,פרס שמעון,,"כ' באב תרפ""ג, 01/08/1923",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=104,וישנובה-פולין,52,20,פולין,"חבר הכנסת ה-4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17","4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17",['- בתי-הספר ”בלפור” ו”גאולה” בתל אביב  - בית הספר החקלאי בבן שמן  - לימודים באוניברסיטת ניו-יורק  - לימודים באוניברסיטת הרווארד'],,"- משנת 1947 עד לאחר קום המדינה עבד עם דוד בן-גוריון ועם לוי אשכול במפקדת ההגנה.
- בשנת 1950 נתמנה באופן זמני לראש שירותי הים בצה”ל.
","שפות
אנגלית, צרפתית"
810,פרסיץ שושנה,,16/11/1892,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=581,קייב-אוקראינה,50.45466,30.5238,אוקראינה,"חברת הכנסת ה-1, 2, 3","1 ,2 ,3",['- גימנסיה רוסית בקייב  - אוניברסיטאות מוסקבה ופריז  - מוסמכת לספרות מאוניברסיטת סורבון'],,,
811,פרץ עמיר,Amir Peretz,"י""ב באדר תשי""ב, 09/03/1952",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=105,בוז`אר-מרוקו,32,-6,מרוקו,"18,17,12,21,16,13,15,20,14,19,23,22,12-חבר כנסת ה","18,17,12,21,16,13,15,20,14,19,23,22,12","['בית חינוך ”שער הנגב”, תיכון שדרות']",,"שירות צבאי
בדרגת סרן",
812,פרץ יצחק חיים,,26/03/1938,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=163,קזבלנקה-מרוקו,33.58831,-7.61138,מרוקו,"חבר הכנסת ה-11, 12, 13","11 ,12 ,13",['- בוגר הישיבה התיכונית ”מדרשיית נועם” בפרדס חנה.  - למד בישיבת ”חברון” בירושלים.  - למד ב”כולל” בפתח תקווה.  - בעל הסמכה לרבנות והסמכה לדיינות מבית-המדרש הגבוה לתורה והוראה ”חזון עובדיה” בירושלים.'],"['רב, דיין']",,"אנגלית, ערבית, צרפתית, מרוקנית"
813,פרץ יאיר,,02/03/1954,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=228,מרוקו,32,-6,מרוקו,"חבר הכנסת ה-15, 16","15 ,16",['- לימודי הוראה ותואר שני  - לימודי עבודה סוציאלית'],['עובד סוציאלי'],"- שירת שלוש שנים שירות סדיר במסגרת הנח”ל.
- משרת כעשרים שנה במילואים בחטיבת חי”ר.
- תפקיד אחרון – שליש הגדוד.","שפות
ערבית"
814,פרץ יצחק,,03/06/1936,https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=582,קזבלנקה-מרוקו,33.58831,-7.61138,מרוקו,"חבר הכנסת ה-8, 9, 10, 11","8 ,9 ,10 ,11",['- למד בבית-הספר החקלאי מקווה-ישראל.  - למד בקורסים להשלמה באוניברסיטת בר-אילן.'],,,
815,פרץ רפאל,Rafi Peretz,"כ""ג בטבת תשט""ז, 07/01/1956",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=1021,ישראל,31.5,34.75,ישראל,"21,23,22-חבר כנסת ה","21,23,22",,,,
816,פרקש הכהן אורית,Orit Farkash Hacohen,"א' בטבת תשל""א, 29/12/1970",https://main.knesset.gov.il/mk/Pages/MKPersonalDetails.aspx?MKID=978,פתח-תקווה-ישראל,32.08707,34.88747,ישראל,"21,23,22-חבר כנסת ה","21,23,22","[""- תואר ראשון במשפטים, האוניברסיטה העברית 1994  - תואר שני במינהל ציבורי, אוניברסיטת הרווארד, קיימברידג', 2007  -עמיתת מחקר בהרווארד""]",['מקצוע\nעורכת דין (משנת 1995)'],,
