Column,name,position,govermmrnt number,educaction,occupations,army_service,party
799,לבני ציפי,שרת המשפטים,30,"['L.L.B – תואר ראשון במשפטים, אוניברסיטת בר-אילן']",['עורכת-דין'],שירתה כקצינה בצה”ל בדרגת סגן,קדימה
800,אורלב זבולון,"שר העבודה, הרווחה והשירותים חברתיים",30,"['- ישיבה תיכונית, בני-עקיבא, נחלים  - לימודים באוניברסיטה העברית בירושלים בפקולטה למדעי הרוח והחברה  - בוגר המכון התורני הפדגוגי ”מכללת מורשת יעקב”, רחובות']",['מחנך'],"רס”ל, בעל עיטור המופת על אומץ לב ותושייה במלחמת יום הכיפורים",מפד”ל
801,פורז אברהם,שר הפנים,30,"['תואר בוגר במשפטים, האוניברסיטה העברית בירושלים']",['עורך דין'],שירות סדיר במחלקת החקירות של המשטרה הצבאית (מצ”ח),הסיעה החילונית
802,אורלב זבולון,שר הרווחה,30,"['- ישיבה תיכונית, בני-עקיבא, נחלים  - לימודים באוניברסיטה העברית בירושלים בפקולטה למדעי הרוח והחברה  - בוגר המכון התורני הפדגוגי ”מכללת מורשת יעקב”, רחובות']",['מחנך'],"רס”ל, בעל עיטור המופת על אומץ לב ותושייה במלחמת יום הכיפורים",מפד”ל
803,ליברמן אביגדור,"שר התחבורה, התשתיות הלאומיות והבטיחות בדרכים",30,['תואר ראשון במדעי החברה באוניברסיטה העברית בירושלים'],,"שירות צבאי
רב”ט",איחוד לאומי
804,אלון בנימין,שר התיירות,30,['- ישיבת ”מרכז הרב” בירושלים  - כולל ”האידרא” ברמת-הגולן  - הסמכה לרבנות בשנת 1978'],"['מורה, רב']","- שירת בחיל התותחנים ואף שימש רב צבאי בחיל זה.
- שוחרר בדרגת סגן.",איחוד לאומי
805,אולמרט אהוד,שר התעשיה והמסחר,30,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
806,אולמרט אהוד,"שר התעשיה, המסחר והתעסוקה",30,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
807,הירשזון אברהם,שר התקשורת,30,['אקדמאית חלקית'],,סמ”ר,קדימה
808,איציק דליה,שרת התקשורת,30,"['- תעודת הוראה, סמינר אפרתה  - 1980 – תואר ראשון בספרות והיסטוריה, האוניברסיטה העברית  - 1999 – תואר ראשון במשפטים, המרכז הבינתחומי הרצליה']",['הוראה'],,
809,בר-און רוני,שר התשתיות הלאומיות,30,"['תואר בוגר במשפטים, האוניברסיטה העברית']",['עורך-דין'],"- סדיר – יחידות השדה
- סא”ל במילואים – שופט בית-המשפט הצבאי לערעורים באיו”ש ובחבל עזה",קדימה
810,הנגבי צחי,השר לביטחון הפנים,30,['- בוגר החוג ליחסים בין-לאומיים באוניברסיטה העברית  בירושלים  - בוגר הפקולטה למשפטים באוניברסיטה העברית בירושלים'],['מקצוע\nעורך דין'],"שירות צבאי
חטיבת הצנחנים – בדרגת סמל (1974–1977)",הליכוד
811,עזרא גדעון,השר להגנת הסביבה,30,['לימודי גיאוגרפיה ומדע המדינה באוניברסיטה (במשך שנתיים)'],['מנכ”ל חברת איתוראן'],"- 1955–1958: שירות בנח”ל המוצנח בדרגת סמ”ר
- דרגה מקבילה לאלוף בשירות הביטחון הכללי (שב”כ)",קדימה
812,נאות יהודית,השרה להגנת הסביבה,30,['- ד”ר D.Sc לביולוגיה מהטכניון.  - תואר ראשון B.Sc בכימיה ומדעים מהטכניון.'],"['מדענית, פרופסור-חבר בפקולטה לרפואה בטכניון']",רב”ט,
813,שלגי אילן,השר להגנת הסביבה,30,"['- 1971 – תואר ראשון במשפטים, אוניברסיטת תל אביב  - 1976 – תואר שני במשפטים, אוניברסיטת תל אביב']",['עורך דין'],סגן אלוף,הסיעה החילונית
814,אדרי יעקב,השר לפיתוח הנגב והגליל,30,"['- תואר ראשון במדעי המדינה, אוניברסיטת חיפה  - תואר שני במינהל ציבורי, אוניברסיטת חיפה']",,שירות של שלוש שנים בחיל הים,קדימה
815,אדרי יעקב,"השר לפיתוח הפריפריה, הנגב והגליל",30,"['- תואר ראשון במדעי המדינה, אוניברסיטת חיפה  - תואר שני במינהל ציבורי, אוניברסיטת חיפה']",,שירות של שלוש שנים בחיל הים,קדימה
816,לבני ציפי,השרה לקליטת עלייה,30,"['L.L.B – תואר ראשון במשפטים, אוניברסיטת בר-אילן']",['עורכת-דין'],שירתה כקצינה בצה”ל בדרגת סגן,קדימה
817,שטרית מאיר,שר במשרד ראש הממשלה,30,"['- תואר שני במדיניות ציבורית, אוניברסיטת בר-אילן  - דוקטורנט, אוניברסיטת בר-אילן']",,"- סרן
- מפקד ענף קצינים בחיל הרפואה",קדימה
818,אולמרט אהוד,"מ""מ שר האוצר",30,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
819,שרון אריאל,"מ""מ שר הבינוי והשיכון",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
820,אולמרט אהוד,"מ""מ שר הבריאות",30,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
821,אולמרט אהוד,"מ""מ שר החוץ",30,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
822,אולמרט אהוד,"מ""מ שר החינוך",30,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
823,אולמרט אהוד,"מ""מ שר החקלאות ופיתוח הכפר",30,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
824,שרון אריאל,"מ""מ שר המדע, התרבות והספורט",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
825,שרון אריאל,"מ""מ שר המשפטים",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
826,שרון אריאל,"מ""מ שר הפנים",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
827,שרון אריאל,"מ""מ שר התחבורה, התשתיות הלאומיות והבטיחות בדרכים",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
828,שרון אריאל,"מ""מ שר התיירות",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
829,שרון אריאל,"מ""מ שר התקשורת",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
830,שרון אריאל,"מ""מ שר התשתיות הלאומיות",30,"['בוגר הפקולטה למשפטים, האוניברסיטה העברית']",['חקלאי'],"- מ”כ, מ”מ ומ”פ במלחמת העצמאות
- מפקד סיירת גולני
- קמ”ן פיקוד המרכז והצפון
- הקים את ”יחידת 101 ”
- מפקד גדוד צנחנים
- מח”ט הצנחנים
- מח”ט חי”ר
- מפקד בית הספר לחי”ר
- מח”ט שריון
- רמ”ט פיקוד הצפון
- ראש מחלקת ההדרכה במטכ”ל
- מפקד אוגדה
- אלוף פיקוד הדרום",קדימה
831,עזרא גדעון,"מ""מ שר לביטחון הפנים",30,['לימודי גיאוגרפיה ומדע המדינה באוניברסיטה (במשך שנתיים)'],['מנכ”ל חברת איתוראן'],"- 1955–1958: שירות בנח”ל המוצנח בדרגת סמ”ר
- דרגה מקבילה לאלוף בשירות הביטחון הכללי (שב”כ)",קדימה
832,שלגי אילן,"מ""מ שר להגנת הסביבה",30,"['- 1971 – תואר ראשון במשפטים, אוניברסיטת תל אביב  - 1976 – תואר שני במשפטים, אוניברסיטת תל אביב']",['עורך דין'],סגן אלוף,הסיעה החילונית
833,בוים זאב,סגן שר הביטחון,30,"['תואר ראשון בהיסטוריה וספרות עברית, האוניברסיטה העברית בירושלים']","['מורה, מחנך, מנהל בית-הספר המקיף ”רוגוזין” בקריית-גת']","רב-סרן (במיל`), מ”פ בשריון",קדימה
834,בן-מנחם אלי,סגן שר הבינוי והשיכון,30,['פנימייה צבאית'],"['טכנאי מטוסים, מבקר וראש צוות בכיר']",קצין במילואים,
835,הנדל צבי,סגן שר החינוך,30,['תיכונית ואקדמית (ללא תואר)'],['בעל משק חקלאי'],"- מדריך נוער
- יחידת סיור בתותחנים",איחוד לאומי
836,גמליאל גילה,סגנית שר החקלאות ופיתוח הכפר,30,"['- תואר ראשון במשפטים, המכללה האקדמית קרית-אונו  - תואר ראשון בהיסטוריה של המזרח-התיכון ובפילוסופיה, אוניברסיטת בן-גוריון  - תואר שני בפילוסופיה, אוניברסיטת בן-גוריון  - תואר שני במשפטים (LLM), אוניברסיטת בר-אילן']",,"שירות צבאי
סמלת, ראש צוות חוקרות עבודה בחיל-האוויר",הליכוד
837,נוקד אורית,סגנית שר המשנה לראש הממשלה,30,['תואר ראשון במשפטים'],['עורכת דין'],סמ”ר בחיל הקשר,
838,רביץ אברהם,"סגן שר העבודה, הרווחה והשירותים חברתיים",30,['בוגר ישיבת חברון – סמיכות לרבנות'],['רב וראש ישיבה'],בלח”י ובצה”ל,דגל התורה
839,בריילובסקי ויקטור,סגן שר הפנים,30,"['תואר שלישי, PH.D']",['פרופסור למתמטיקה ומדעי המחשב'],,הסיעה החילונית
840,אברהם בלילא רוחמה,סגנית שר הפנים,30,"['B.A במדעי המדינה, אוניברסיטת בר-אילן']",,רב”ט,קדימה
841,הלפרט שמואל,"סגן שר התחבורה, התשתיות הלאומיות והבטיחות בדרכים",30,"[""ישיבת ויז'ניץ, סמיכות לרבנות""]",['מחנך'],,אגודת ישראל
842,רצון מיכאל,"סגן שר התעשיה, המסחר והתעסוקה",30,"['- משפטן, בעל תואר בוגר במשפטים LLB  - בעל תואר שני במשפטים, אוניברסיטת בר-אילן  - לימודי היסטוריה, אוניברסיטת תל אביב']",['עורך דין'],"- שירות בתפקידי לוחמה ופיקוד בסיירת אגוז, בסיירת רימון ובחטיבת גולני
- הדרכה בבית הספר לקצינים
- מ”פ במלחמת יום הכיפורים
- קצין אגם במלחמת שלום הגליל
- מג”ד בתקופת האינתיפדה
- סמח”ט מפקד נפת ירקון (פיקוד העורף)
- דרגה צבאית: אלוף משנה",הליכוד
843,אדרי יעקב,סגן השר לביטחון הפנים,30,"['- תואר ראשון במדעי המדינה, אוניברסיטת חיפה  - תואר שני במינהל ציבורי, אוניברסיטת חיפה']",,שירות של שלוש שנים בחיל הים,קדימה
844,סולודקין מרינה,סגנית השר לקליטת עלייה,30,['תואר שלישי בתולדות הכלכלה והחברה'],['מדענית'],,קדימה
845,והבה מגלי,סגן שר במשרד ראש הממשלה,30,"['- תואר שני בהיסטוריה של המזרח התיכון החדש, אוניברסיטת חיפה  - תואר ראשון בהיסטוריה של האסלאם, האוניברסיטה העברית']",,סגן אלוף,קדימה
846,אולמרט אהוד,ראש הממשלה,31,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
847,פרס שמעון,משנה לראש הממשלה,31,['- בתי-הספר ”בלפור” ו”גאולה” בתל אביב  - בית הספר החקלאי בבן שמן  - לימודים באוניברסיטת ניו-יורק  - לימודים באוניברסיטת הרווארד'],,"- משנת 1947 עד לאחר קום המדינה עבד עם דוד בן-גוריון ועם לוי אשכול במפקדת ההגנה.
- בשנת 1950 נתמנה באופן זמני לראש שירותי הים בצה”ל.
",קדימה
848,רמון חיים,משנה לראש הממשלה,31,['בוגר הפקולטה למשפטים באוניברסיטת תל אביב'],['עורך דין'],סרן בחיל האוויר,קדימה
849,לבני ציפי,"מ""מ ראש הממשלה",31,"['L.L.B – תואר ראשון במשפטים, אוניברסיטת בר-אילן']",['עורכת-דין'],שירתה כקצינה בצה”ל בדרגת סגן,קדימה
850,ליברמן אביגדור,סגן ראש הממשלה,31,['תואר ראשון במדעי החברה באוניברסיטה העברית בירושלים'],,"שירות צבאי
רב”ט",ישראל ביתנו
851,בר-און רוני,שר האוצר,31,"['תואר בוגר במשפטים, האוניברסיטה העברית']",['עורך-דין'],"- סדיר – יחידות השדה
- סא”ל במילואים – שופט בית-המשפט הצבאי לערעורים באיו”ש ובחבל עזה",קדימה
852,נהרי משולם,שר במשרד האוצר,31,"['- ישיבת ”תפארת צבי”  - ישיבת חברון – סמיכות לרבנות  - מכללה למורים ע”ש ליפשיץ, הסמכה להוראה – BA']",['מקצוע\nמחנך (מפקח)'],"שירות צבאי
חיל האוויר – נ”מ, סמל",ש”ס
853,הירשזון אברהם,שר האוצר,31,['אקדמאית חלקית'],,סמ”ר,קדימה
854,נהרי משולם,שר במשרד האוצר,31,"['- ישיבת ”תפארת צבי”  - ישיבת חברון – סמיכות לרבנות  - מכללה למורים ע”ש ליפשיץ, הסמכה להוראה – BA']",['מקצוע\nמחנך (מפקח)'],"שירות צבאי
חיל האוויר – נ”מ, סמל",ש”ס
855,פרץ עמיר,שר הביטחון,31,"['בית חינוך ”שער הנגב”, תיכון שדרות']",,"שירות צבאי
בדרגת סרן",העבודה בראשות אהוד ברק
856,בוים זאב,שר הבינוי והשיכון,31,"['תואר ראשון בהיסטוריה וספרות עברית, האוניברסיטה העברית בירושלים']","['מורה, מחנך, מנהל בית-הספר המקיף ”רוגוזין” בקריית-גת']","רב-סרן (במיל`), מ”פ בשריון",קדימה
857,בן-יזרי יעקב,שר הבריאות,31,"['בגרות מלאה, 1940']",['פקיד'],רב-סמל,גיל
858,לבני ציפי,שרת החוץ,31,"['L.L.B – תואר ראשון במשפטים, אוניברסיטת בר-אילן']",['עורכת-דין'],שירתה כקצינה בצה”ל בדרגת סגן,קדימה
859,תמיר יולי,שרת החינוך,31,"['- BA בביולוגיה בהצטיינות, האוניברסיטה העברית בירושלים, 1978  - MA במדעי המדינה, האוניברסיטה העברית בירושלים, 1985  - PHD בפילוסופיה פוליטית, אוניברסיטת אוקספורד, 1989']",,"סגן במודיעין, 1972–1974",העבודה בראשות אהוד ברק
860,שמחון שלום,שר החקלאות ופיתוח הכפר,31,['- בגרות מלאה  - תואר ראשון בעבודה סוציאלית'],['עובד סוציאלי וחקלאי'],"- מפקד טנק
- רב סמל",העבודה בראשות אהוד ברק
861,פינס-פז אופיר,"שר המדע, הטכנולוגיה, התרבות והספורט",31,"['- תואר ראשון ביחסים בין-לאומיים, האוניברסיטה העברית  - תואר שני במדיניות ציבורית, אוניברסיטת תל אביב']",['מנהל'],"- בשנים 1979–1982
- שוחרר בדרגת סמ”ר",העבודה בראשות אהוד ברק
862,פינס-פז אופיר,"שר המדע, התרבות והספורט",31,"['- תואר ראשון ביחסים בין-לאומיים, האוניברסיטה העברית  - תואר שני במדיניות ציבורית, אוניברסיטת תל אביב']",['מנהל'],"- בשנים 1979–1982
- שוחרר בדרגת סמ”ר",העבודה בראשות אהוד ברק
863,אדרי יעקב,שר המקשר בין הממשלה לבין הכנסת,31,"['- תואר ראשון במדעי המדינה, אוניברסיטת חיפה  - תואר שני במינהל ציבורי, אוניברסיטת חיפה']",,שירות של שלוש שנים בחיל הים,קדימה
864,אברהם בלילא רוחמה,שרת המקשר בין הממשלה לבין הכנסת,31,"['B.A במדעי המדינה, אוניברסיטת בר-אילן']",,רב”ט,קדימה
865,רמון חיים,שר המשפטים,31,['בוגר הפקולטה למשפטים באוניברסיטת תל אביב'],['עורך דין'],סרן בחיל האוויר,קדימה
866,לבני ציפי,שרת המשפטים,31,"['L.L.B – תואר ראשון במשפטים, אוניברסיטת בר-אילן']",['עורכת-דין'],שירתה כקצינה בצה”ל בדרגת סגן,קדימה
867,דניאל פרידמן,שר המשפטים,31,,,,
868,אולמרט אהוד,"שר העבודה, הרווחה והשירותים חברתיים",31,"['בוגר האוניברסיטה העברית בלימודי פסיכולוגיה, פילוסופיה ומשפטים']",['עורך-דין'],"- בחטיבת גולני
- כתב צבאי ב”במחנה”",קדימה
869,שטרית מאיר,שר הפנים,31,"['- תואר שני במדיניות ציבורית, אוניברסיטת בר-אילן  - דוקטורנט, אוניברסיטת בר-אילן']",,"- סרן
- מפקד ענף קצינים בחיל הרפואה",קדימה
870,מופז שאול,"שר התחבורה, התשתיות הלאומיות והבטיחות בדרכים",31,"['- בוגר המכללה לפיקוד ומטה של חיל הנחתים האמריקני בקוונטיקו, וירג`יניה  - בעל תואר בוגר במינהל עסקים מטעם אוניברסיטת בר-אילן  - לימודים לתואר מוסמך במינהל עסקים בר-אילן']",,"- התגייס לצה”ל בשנת 1966, התנדב לחטיבת הצנחנים ושירת בה בכל מסלולי הפיקוד, ממפקד מחלקה ועד למפקד החטיבה.
- במלחמת ששת הימים לחם כצנחן בסיני, ובמלחמת ההתשה היה מפקד מחלקה בגדוד 890 של חטיבת הצנחנים.
- במלחמת יום הכיפורים היה מפקד סיירת הצנחנים.
- בשנת 1976 השתתף במבצע יונתן.
- בתקופת מלחמת שלום הגליל פיקד על חטיבת חי”ר בפיקוד הצפון, ולאחריה התמנה למפקד בית הספר לקצינים של צה”ל (בה”ד 1).
- בשנת 1986 מונה למפקד חטיבת הצנחנים.
- בשנת 1988 הועלה לדרגת תת-אלוף ומונה למפקד אוגדת מילואים משוריינת.
- בשנת 1990 התמנה למפקד עוצבת הגליל.
- בשנת 1993 מונה למפקד כוחות צה”ל ביהודה ושומרון.
- בשנת 1994 הועלה לדרגת אלוף ומונה לתפקיד אלוף פיקוד הדרום.
- בשנת 1996 התמנה לתפקיד ראש אגף התכנון במטכ”ל.
- בשנת 1997 מונה לסגן הרמטכ”ל וראש אג”ם.
- כיהן כראש המטה הכללי ה-16 של צה”ל משנת 1998 עד שנת 2002.",קדימה
871,אהרונוביץ יצחק,שר התיירות,31,"['תואר ראשון בהיסטוריה כללית, אוניברסיטת חיפה']",['משטרה'],סגן-אלוף,ישראל ביתנו
872,אברהם בלילא רוחמה,שרת התיירות,31,"['B.A במדעי המדינה, אוניברסיטת בר-אילן']",,רב”ט,קדימה
873,הרצוג יצחק,שר התיירות,31,"['- L.L.B משפטים, אוניברסיטת תל-אביב  - לימודים אקדמיים נוספים באוניברסיטאות קורנל וניו-יורק']",['עורך-דין'],"- 4 שנים, כולל קבע
- מילואים פעיל, כיום רס”ן (במיל`)",העבודה בראשות אהוד ברק
874,אברהם בלילא רוחמה,שרת התיירות,31,"['B.A במדעי המדינה, אוניברסיטת בר-אילן']",,רב”ט,קדימה
875,ישי אליהו,"שר התעשיה, המסחר והתעסוקה",31,['- השכלה תיכונית  - השכלה תורנית'],,בשנים 1980–1983,ש”ס
876,אריאל אטיאס,שר התקשורת,31,,,,ש”ס
877,בן-אליעזר בנימין,שר התשתיות הלאומיות,31,['- השכלה תיכונית  - בוגר בית-הספר לפיקוד ומטה של צה”ל  - בוגר המכללה לביטחון לאומי'],,"- בשנת 1954 התגייס לצה”ל ושירת בחטיבת גולני כחייל וכקצין.
- במלחמת ששת הימים היה מפקד סיירת שקד בפיקוד הדרום.
- בשנת 1968 נפצע בהתקפה ירדנית על המסוק שטס בו.
- בשנת 1970 נשלח מטעם צה”ל לסינגפור וסייע שם בהקמת בית-ספר לפיקוד ומטה.
- במלחמת יום הכיפורים היה סגן מפקד חטיבה, ולאחר המלחמה התמנה למפקד חטיבה מרחבית של צה”ל בגבול לבנון.
- באמצע שנות ה-70 מונה למפקדה הראשון של מפקדת אזור דרום לבנון ובתפקיד זה היה אחראי לפתיחת ”הגדר הטובה” בין ישראל ללבנון ולהקמת צבא דרום-לבנון בפיקודו של מייג`ור סעד חדד.
- בשנים 1978–1982 היה מפקד אזור יהודה ושומרון. בתפקיד זה עבד בשיתוף פעולה עם גורמים באוכלוסייה הפלסטינית במאמץ לכונן את ”אגודת הכפרים” – הנהגה פלסטינית אלטרנטיבית לאש”ף.
- בשנת 1982 שוחרר מצה”ל, אך בשנת 1983 קרא לו שר הביטחון משה ארנס לשוב לשירות. הוא שירת כמתאם פעולות הממשלה ביהודה, בשומרון ובחבל-עזה.
- בשנת 1984 שוחרר מצה”ל סופית, בדרגת תת-אלוף, והצטרף לחיים הפוליטיים והציבוריים.",העבודה בראשות אהוד ברק
878,דיכטר אבי,השר לביטחון הפנים,31,"['תואר ראשון במדעי החברה, אוניברסיטת בר-אילן, סיום בשנת 1986  תואר שני במנהל עסקים, אוניברסיטת תל-אביב, סיום בשנת 1999']",,,קדימה
879,עזרא גדעון,השר להגנת הסביבה,31,['לימודי גיאוגרפיה ומדע המדינה באוניברסיטה (במשך שנתיים)'],['מנכ”ל חברת איתוראן'],"- 1955–1958: שירות בנח”ל המוצנח בדרגת סמ”ר
- דרגה מקבילה לאלוף בשירות הביטחון הכללי (שב”כ)",קדימה
880,ליברמן אביגדור,השר לנושאים אסטרטגיים,31,['תואר ראשון במדעי החברה באוניברסיטה העברית בירושלים'],,"שירות צבאי
רב”ט",ישראל ביתנו
881,אדרי יעקב,השר לפיתוח הנגב והגליל,31,"['- תואר ראשון במדעי המדינה, אוניברסיטת חיפה  - תואר שני במינהל ציבורי, אוניברסיטת חיפה']",,שירות של שלוש שנים בחיל הים,קדימה
882,פרס שמעון,"השר לפיתוח הפריפריה, הנגב והגליל",31,['- בתי-הספר ”בלפור” ו”גאולה” בתל אביב  - בית הספר החקלאי בבן שמן  - לימודים באוניברסיטת ניו-יורק  - לימודים באוניברסיטת הרווארד'],,"- משנת 1947 עד לאחר קום המדינה עבד עם דוד בן-גוריון ועם לוי אשכול במפקדת ההגנה.
- בשנת 1950 נתמנה באופן זמני לראש שירותי הים בצה”ל.
",קדימה
883,אדרי יעקב,השר לקליטת עלייה,31,"['- תואר ראשון במדעי המדינה, אוניברסיטת חיפה  - תואר שני במינהל ציבורי, אוניברסיטת חיפה']",,שירות של שלוש שנים בחיל הים,קדימה
884,כהן יצחק,השר לשירותי דת,31,"['- טכנית תעופתית  - קורסים בנושאי משפטים, כלכלה, מתמטיקה פיננסית ומחשבים  - השכלה תורנית']","['מקצוע\nחינוך, תעופה']","שירות צבאי
רס”ר",ש”ס
885,ליברמן אביגדור,שר במשרד ראש הממשלה,31,['תואר ראשון במדעי החברה באוניברסיטה העברית בירושלים'],,"שירות צבאי
רב”ט",ישראל ביתנו
886,תמיר יולי,"מ""מ שר המדע, התרבות והספורט",31,"['- BA בביולוגיה בהצטיינות, האוניברסיטה העברית בירושלים, 1978  - MA במדעי המדינה, האוניברסיטה העברית בירושלים, 1985  - PHD בפילוסופיה פוליטית, אוניברסיטת אוקספורד, 1989']",,"סגן במודיעין, 1972–1974",העבודה בראשות אהוד ברק
887,שטרית מאיר,"מ""מ שר המשפטים",31,"['- תואר שני במדיניות ציבורית, אוניברסיטת בר-אילן  - דוקטורנט, אוניברסיטת בר-אילן']",,"- סרן
- מפקד ענף קצינים בחיל הרפואה",קדימה
888,סנה אפרים,סגן שר הביטחון,31,['- בוגר בית-הספר לרפואה של אוניברסיטת תל אביב  - עמית מחקר במחלקה לאלרגיה ולאימונולוגיה קלינית במרכז הרפואי וולטר ריפ בוושינגטון'],['רופא פנימי'],"- את שירותו הסדיר עשה בנח”ל (1962–1964).
- שירת כרופא בצנחנים ופיקד על צוות רפואה.
- במבצע ”יהונתן” באנטבה היה מפקד ונשא בתפקידים נוספים.
- שירת ביחידה מובחרת והיה מפקד אזור הביטחון בדרום לבנון וראש המינהל האזרחי ביו”ש; תת-אלוף במילואים.
- במלחמת יום הכיפורים, בקרב על ”החווה הסינית” ובקרבות ממערב לתעלת סואץ, פיקד על יחידה רפואית של חטיבת הצנחנים הסדירה.",עבודה-מימד
889,והבה מגלי,סגן שר החוץ,31,"['- תואר שני בהיסטוריה של המזרח התיכון החדש, אוניברסיטת חיפה  - תואר ראשון בהיסטוריה של האסלאם, האוניברסיטה העברית']",,סגן אלוף,קדימה
890,נתניהו בנימין,ראש הממשלה,32,['- תואר ראשון בארכיטקטורה  - תואר שני במינהל עסקים'],['מקצוע\nניהול'],"שירות צבאי
- שירת בסיירת מטכ”ל
- לאחר מלחמת יום הכיפורים, דרגתו הועלתה לסרן",הליכוד
